Application GUID,Competition domain,Application GUID +competition domain,Application #,Participant First name,Participant Last name,Participant Organization,OverallScoreRank,OverallScoreRankNormalized,SumOfScores,SumOfScoresNormalized,AnonymousJudgeName,TraitScore,TraitScoreNormalized,TraitJudgeComment,Trait,TraitDescription,OverallImpressionScore,OverallImpressionScoreNormalized
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 1,1.7,1.7,Stock statement media. Coach seven tonight race sense among.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0905,0.0905
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 15,3.3,3.3,Space leader past blue daughter deal long town. Onto need contain fact conference.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0214,0.0214
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 19,2.2,2.2,Interview professional national different these food pass direction. Million major thus listen while item magazine very. Summer shoulder son hair last indicate inside property.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0833,0.0833
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 12,2.5,2.5,Responsibility anything others would your either miss. Fish rule more color thousand. Able from do difference yard. Wall political actually.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0591,0.0591
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 5,3.1,3.1,School better whom marriage family become standard large. Media industry drug put do weight.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.04,0.04
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 13,0.6,0.6,Save guy short anything play use. Shake bank before again.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0868,0.0868
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 19,0.8,0.8,North marriage we system. Me realize brother war. Dinner close one become. Above say eight into source total.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0491,0.0491
D9DEBF24-0844-493A-98B7-A2FD078AC99D,testdomain,D9DEBF24-0844-493A-98B7-A2FD078AC99Dtestdomain,34,Robert,Jordan,"Thompson, Davis and Marshall",179,179,50.6,50.6,Judge 3,1.5,1.5,Marriage white tough present travel body. Six outside young. Somebody at tell hand again.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0579,0.0579
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 17,0.0,0.0,Design win Mrs born single. Church option its north maintain pretty. Anything be scene maintain many arm different.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.03,0.03
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 5,3.7,3.7,National light start case.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0676,0.0676
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 16,2.0,2.0,Authority drop alone report reflect. Account each your grow. Play time unit bad expect interview condition believe.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0522,0.0522
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 7,4.2,4.2,Learn player strategy north camera. Lose born ability particularly. Sit possible process would kid morning federal.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.081,0.081
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 3,1.9,1.9,Recognize sense impact wish enjoy drop. Road pretty statement between new break might. Such against task lay join describe.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0217,0.0217
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 16,0.3,0.3,However professional feel bar majority some today. Information risk top safe time this fact. Somebody military become.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.055,0.055
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 8,1.0,1.0,Sound finish hope study. His doctor official few concern summer success.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0855,0.0855
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 7,0.3,0.3,Population court push. Quality option free day. Can attorney among cut standard. Benefit somebody material recently foreign major technology.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0658,0.0658
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 9,0.5,0.5,Free marriage no everything.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0973,0.0973
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 3,2.5,2.5,Show interview worry move hope every. None training now hold wish sound board.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0269,0.0269
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 16,3.6,3.6,Share contain believe enter pass worker whole. Morning discover pay just your. Four point enjoy happen.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0213,0.0213
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 1,0.4,0.4,Several power although management huge. Central significant two alone sport energy.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0107,0.0107
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 13,4.9,4.9,Back fall run democratic. Whole clear often. Five focus race degree according.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0912,0.0912
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 13,4.3,4.3,Back long industry painting senior foot tend action.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0574,0.0574
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 3,3.4,3.4,Brother your admit tax item project car. Key he every wall relationship region name building.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0925,0.0925
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 1,2.0,2.0,None space clearly dog. Agency bit eat community hot policy expert hotel. Station fly long seem follow.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.1,0.1
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 5,3.8,3.8,Chair civil partner enter cup. History six far. Field camera actually talk onto.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0242,0.0242
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 10,0.0,0.0,Behind site sea author degree suggest. My discussion evening imagine class something service data. Series scientist bed bag.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0587,0.0587
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 6,0.8,0.8,Middle Mr such show white then site. Defense pattern ahead edge student ask single.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0371,0.0371
C40031F0-05E4-4368-A564-7C1E364BC5AE,testdomain,C40031F0-05E4-4368-A564-7C1E364BC5AEtestdomain,35,Richard,Horton,Smith-Roberts,57,57,43.300000000000004,43.300000000000004,Judge 19,3.7,3.7,Huge there total vote ask identify trouble. Once occur sort data. Without attention agree series. Late discuss out whole building likely.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0555,0.0555
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 16,0.9,0.9,Guess hour system agree though everybody activity. Between exactly stop everybody manager key during idea.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0861,0.0861
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 17,4.2,4.2,Movie father agreement media. Newspaper hand term next last society join.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0514,0.0514
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 3,4.2,4.2,Compare woman own any beautiful fight green. Detail red red design seat. Election join believe leg.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0846,0.0846
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 18,2.4,2.4,Kid treat list build occur. So season coach well across current. Daughter son respond.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.002,0.002
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 17,2.8,2.8,Feel law offer media personal out. Safe another discussion protect into policy establish.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.022,0.022
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 5,0.7,0.7,Serve tax happen ball tough see into.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.06,0.06
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 8,2.8,2.8,Life matter measure leave memory enter develop. First peace common reason eight really rule.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0233,0.0233
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 6,4.7,4.7,Street that heavy western pretty front. Her field month program stand will. Beautiful within another identify.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.068,0.068
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 1,3.9,3.9,Become rock face power recent task your. Goal professional sure successful kid remain.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.072,0.072
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 2,4.0,4.0,Fear everybody friend physical after. Not American glass. Again garden history necessary phone do.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0183,0.0183
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 8,2.4,2.4,Partner finish east recent option fast school. Another right why.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0263,0.0263
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 18,4.5,4.5,Nor second learn part. Actually response free modern item young list identify. All society necessary at. Create bed step.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0431,0.0431
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 16,0.4,0.4,About then film past. Common with game somebody mouth attorney. Book whom poor perform weight bed charge. Something describe economic since especially toward body.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0922,0.0922
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 8,1.4,1.4,Energy want report especially bar where. Deep choice able born response health yourself.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0923,0.0923
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 17,4.4,4.4,Everybody have contain parent country listen day. Return tonight character without.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0577,0.0577
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 18,2.4,2.4,Community friend agreement professor affect board. Language bit hotel bit weight page.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0786,0.0786
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 6,2.7,2.7,Help oil safe clearly whose resource government. Street there sing several run. Decade team design open administration.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0641,0.0641
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 6,2.2,2.2,Else though character reality participant class. Our than about would side generation possible page.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0826,0.0826
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 17,1.2,1.2,Cover feel medical chair maybe style consumer. Financial per measure black debate. Candidate region work.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0826,0.0826
29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8,testdomain,29F2985A-3E1D-4AE7-BD63-E6AACCD4EEE8testdomain,36,Travis,Allen,Moss Group,261,261,57.1,57.1,Judge 5,4.9,4.9,Fund course agent trouble. Song sing report prepare group news. Country field church generation we camera. Visit computer east three.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0529,0.0529
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 14,1.2,1.2,Chance black young involve among thought miss. Act guy star child black choose loss. Father lot community phone senior coach show. Order student including property whatever conference.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0166,0.0166
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 6,0.9,0.9,Case animal however white feel. Sea play wife hear executive building new.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0684,0.0684
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 18,4.8,4.8,Face behind tough born. Three able become enter. Cut natural call area throw defense.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0352,0.0352
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 7,4.5,4.5,Bar smile course activity decision bar. According growth over way color worker successful writer. Option he Democrat opportunity capital cell. Sister treat score condition.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0845,0.0845
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 2,1.0,1.0,Budget ball fine safe oil American. State movement executive feel must change three. Across religious wait establish behind fast build. Until difficult too spend.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.038,0.038
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 6,4.3,4.3,Social time major conference agreement. Throughout success factor.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0014,0.0014
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 4,1.3,1.3,With later gas road herself TV. Final room marriage agency alone. Play night assume director case child.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0947,0.0947
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 20,3.6,3.6,Include administration eat difference. Arm college sense health as. Above help government serious energy direction.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0913,0.0913
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 3,0.2,0.2,Social technology most police teach threat cultural. Agent less stay or current develop.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0279,0.0279
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 12,4.9,4.9,Economy church meeting also. Pressure national foot alone administration risk full.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0639,0.0639
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 8,2.3,2.3,Which appear level perform always.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0434,0.0434
F24A0FBF-5623-488B-BBCA-0764C0D9B0BE,testdomain,F24A0FBF-5623-488B-BBCA-0764C0D9B0BEtestdomain,37,Kathleen,Hall,"Peterson, Gibbs and Miles",221,221,53.800000000000004,53.800000000000004,Judge 19,1.1,1.1,Back risk father west center program hand. Yeah central possible green. Somebody per field challenge up peace.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.006,0.006
